Match type,Repository,Repository external URL,File path,File URL,Path matches [path [start end]],Chunk matches [line [start end]]
content,github.com/RedFantom/masterkeys-linux,https://sourcegraph.com/github.com/RedFantom/masterkeys-linux,setup.py,https://sourcegraph.com/github.com/RedFantom/masterkeys-linux/-/blob/setup.py,"[setup.py, [[0, 8]]]","[6, [[9, 16]]]; [7, [[9, 16]]]; [26, [[29, 36]]]; [27, [[38, 45]]]; [29, [[38, 45]]]"
content,github.com/InsightSoftwareConsortium/ITKPythonPackage,https://sourcegraph.com/github.com/InsightSoftwareConsortium/ITKPythonPackage,setup.py,https://sourcegraph.com/github.com/InsightSoftwareConsortium/ITKPythonPackage/-/blob/setup.py,"[setup.py, [[0, 8]]]","[7, [[9, 16]]]"
content,github.com/InsightSoftwareConsortium/ITKPythonPackage,https://sourcegraph.com/github.com/InsightSoftwareConsortium/ITKPythonPackage,scripts/setup.py.in,https://sourcegraph.com/github.com/InsightSoftwareConsortium/ITKPythonPackage/-/blob/scripts/setup.py.in,"[scripts/setup.py.in, [[8, 16]]]","[7, [[9, 16]]]"
content,github.com/Maximilian-Winter/pytonium,https://sourcegraph.com/github.com/Maximilian-Winter/pytonium,src/pytonium_python_framework/setup.py,https://sourcegraph.com/github.com/Maximilian-Winter/pytonium/-/blob/src/pytonium_python_framework/setup.py,"[src/pytonium_python_framework/setup.py, [[30, 38]]]","[2, [[5, 12]]]; [174, [[6, 13]]]"
content,github.com/BonexGoo/Boss2D,https://sourcegraph.com/github.com/BonexGoo/Boss2D,Boss2D/addon/pocketsphinx-5.0.0rc4_for_boss/setup.py,https://sourcegraph.com/github.com/BonexGoo/Boss2D/-/blob/Boss2D/addon/pocketsphinx-5.0.0rc4_for_boss/setup.py,"[Boss2D/addon/pocketsphinx-5.0.0rc4_for_boss/setup.py, [[44, 52]]]","[0, [[5, 12]]]"
content,github.com/cluster3d/cluster3d.github.io,https://sourcegraph.com/github.com/cluster3d/cluster3d.github.io,baseline method/AtlasNet/auxiliary/sampling_and_meshing/O-CNN/virtual_scanner/setup.py,https://sourcegraph.com/github.com/cluster3d/cluster3d.github.io/-/blob/baseline%20method/AtlasNet/auxiliary/sampling_and_meshing/O-CNN/virtual_scanner/setup.py,"[baseline method/AtlasNet/auxiliary/sampling_and_meshing/O-CNN/virtual_scanner/setup.py, [[78, 86]]]","[0, [[5, 12]]]"
content,github.com/ORNL/TASMANIAN,https://sourcegraph.com/github.com/ORNL/TASMANIAN,InterfacePython/PipInstaller/setup.py,https://sourcegraph.com/github.com/ORNL/TASMANIAN/-/blob/InterfacePython/PipInstaller/setup.py,"[InterfacePython/PipInstaller/setup.py, [[29, 37]]]","[3, [[14, 21]]]; [5, [[5, 12] [31, 38]]]; [6, [[5, 12]]]; [7, [[5, 12]]]; [14, [[7, 14]]]; [85, [[48, 55]]]"
content,github.com/rgl-epfl/fastsweep,https://sourcegraph.com/github.com/rgl-epfl/fastsweep,setup.py,https://sourcegraph.com/github.com/rgl-epfl/fastsweep/-/blob/setup.py,"[setup.py, [[0, 8]]]","[3, [[9, 16]]]"
content,github.com/OpenJij/OpenJij,https://sourcegraph.com/github.com/OpenJij/OpenJij,setup.py,https://sourcegraph.com/github.com/OpenJij/OpenJij/-/blob/setup.py,"[setup.py, [[0, 8]]]","[17, [[9, 16]]]"
content,github.com/wjakob/nanobind_example,https://sourcegraph.com/github.com/wjakob/nanobind_example,setup.py,https://sourcegraph.com/github.com/wjakob/nanobind_example/-/blob/setup.py,"[setup.py, [[0, 8]]]","[3, [[9, 16]]]"
content,github.com/mhm-ufz/mHM,https://sourcegraph.com/github.com/mhm-ufz/mHM,setup.py,https://sourcegraph.com/github.com/mhm-ufz/mHM/-/blob/setup.py,"[setup.py, [[0, 8]]]","[9, [[7, 14]]]; [76, [[0, 7]]]"
content,github.com/ScQ-Cloud/pyquafu,https://sourcegraph.com/github.com/ScQ-Cloud/pyquafu,setup.py,https://sourcegraph.com/github.com/ScQ-Cloud/pyquafu/-/blob/setup.py,"[setup.py, [[0, 8]]]","[3, [[9, 16]]]"
content,github.com/Socrats/EGTTools,https://sourcegraph.com/github.com/Socrats/EGTTools,setup.py,https://sourcegraph.com/github.com/Socrats/EGTTools/-/blob/setup.py,"[setup.py, [[0, 8]]]","[28, [[9, 16]]]"
content,github.com/tizian/differential-mc-estimators,https://sourcegraph.com/github.com/tizian/differential-mc-estimators,setup.py,https://sourcegraph.com/github.com/tizian/differential-mc-estimators/-/blob/setup.py,"[setup.py, [[0, 8]]]","[7, [[9, 16]]]"
content,github.com/scikit-build/scikit-build-sample-projects,https://sourcegraph.com/github.com/scikit-build/scikit-build-sample-projects,projects/hello-cpp/setup.py,https://sourcegraph.com/github.com/scikit-build/scikit-build-sample-projects/-/blob/projects/hello-cpp/setup.py,"[projects/hello-cpp/setup.py, [[19, 27]]]","[0, [[5, 12]]]"
content,github.com/nv-legate/legate.core,https://sourcegraph.com/github.com/nv-legate/legate.core,examples/io/setup.py,https://sourcegraph.com/github.com/nv-legate/legate.core/-/blob/examples/io/setup.py,"[examples/io/setup.py, [[12, 20]]]","[20, [[5, 12]]]"
content,github.com/InsightSoftwareConsortium/ITKThickness3D,https://sourcegraph.com/github.com/InsightSoftwareConsortium/ITKThickness3D,setup.py,https://sourcegraph.com/github.com/InsightSoftwareConsortium/ITKThickness3D/-/blob/setup.py,"[setup.py, [[0, 8]]]","[5, [[9, 16]]]"
content,github.com/scikit-build/scikit-build-sample-projects,https://sourcegraph.com/github.com/scikit-build/scikit-build-sample-projects,projects/hello-pure/setup.py,https://sourcegraph.com/github.com/scikit-build/scikit-build-sample-projects/-/blob/projects/hello-pure/setup.py,"[projects/hello-pure/setup.py, [[20, 28]]]","[0, [[5, 12]]]"
content,github.com/wang-ps/O-CNN,https://sourcegraph.com/github.com/wang-ps/O-CNN,virtual_scanner/setup.py,https://sourcegraph.com/github.com/wang-ps/O-CNN/-/blob/virtual_scanner/setup.py,"[virtual_scanner/setup.py, [[16, 24]]]","[0, [[5, 12]]]"
content,github.com/RUrlus/diptest,https://sourcegraph.com/github.com/RUrlus/diptest,setup.py,https://sourcegraph.com/github.com/RUrlus/diptest/-/blob/setup.py,"[setup.py, [[0, 8]]]","[18, [[5, 12]]]"
